	summarized	lineages	abundances	resid	coverage
2022-1-11-TX-BW-DSHS-Sample-Was-Wac-1_variants.tsv	[('Omicron', 0.9993349417202785)]	BA.1.15 BA.1.16.2 BA.1.15.1 BC.2	0.99884674 0.00020230 0.00016868 0.00011723	3.1137997863903104	89.9876266595325
2021-08-24-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9980037915099529)]	AY.44 AY.116 AY.46 AY.75 AY.100 AY.46.1 AY.4 AY.11 AY.111 AY.39 AY.3.4 AY.4.2 AY.107 AY.80 AY.43.4 AY.21 AY.41 AY.73 AY.72 AY.4.16 AY.48 AY.4.14 AY.36.1 AY.130 AY.94 AY.24 AY.116.1 AY.112.1 AY.121.1 AY.75.2 AY.69	0.26741773 0.26741773 0.26741773 0.15447622 0.03473670 0.00082517 0.00064395 0.00055325 0.00053879 0.00047733 0.00031847 0.00027645 0.00024465 0.00021528 0.00018225 0.00017869 0.00017734 0.00016610 0.00015808 0.00015608 0.00015425 0.00014172 0.00014081 0.00013893 0.00013677 0.00013674 0.00012390 0.00011963 0.00011745 0.00011436 0.00010124	6.189550052716971	93.09768250677189
2021-06-29-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9923049901257719), ('Other', 0.005834223829922757)]	B.1.617.2 B.1.1.416 B.1.1.426 B.1.1.275 B.1.1.325 B.1.1.302 B.1.1.149 B.1.1.450 B.1.1.198 B.1.1.464 B.1.1.26 B.1.1.421 B.1.1.383 B.1.1.136 B.1.1.353 B.1.1.345 B.1.1.266 B.1.1.380 B.1.552 B.1.1.242 B.1.1.359 C.31 B.1.1.46 B.1.1.4 B.1.1.29 B.1.1.507 AE.4 M.3 B.1.1.368	0.99230499 0.00070410 0.00045652 0.00044743 0.00030670 0.00026241 0.00023657 0.00023043 0.00022553 0.00022326 0.00018964 0.00018636 0.00018050 0.00017638 0.00017544 0.00015686 0.00015559 0.00015361 0.00014975 0.00014528 0.00014241 0.00013087 0.00013023 0.00012839 0.00011475 0.00011465 0.00010562 0.00010445 0.00010047	8.829274013855148	34.22399090392268
2021-10-26_Wac12_variants.tsv	[('Delta', 0.9999999970226864)]	AY.25 AY.120 AY.113 AY.3.1 AY.92 AY.76 AY.46.1 AY.90 AY.100 AY.46.5	0.52559700 0.24103209 0.17656866 0.03624380 0.01477830 0.00207469 0.00116009 0.00085911 0.00085034 0.00083592	3.4050128259112094	95.09413771193526
2021-6-01-Wac3_variants.tsv	[('Mu', 0.978495865932303), ('Other', 0.016034028918661368), ('Alpha', 0.0008066021104933572), ('Theta', 0.0002544709986647223), ('Delta', 0.00010198873536173049)]	B.1.621 B.1.1.174 B.1.1.117 B.1.1.7 B.1.1.97 B.1.1.145 B.1.1.203 B.1.36.28 B.1.36.1 B.1.1.463 B.1.1.507 B.1.110.1 B.1.1.196 P.3 B.1.1.242 B.4.7 M.3 B.1.1.4 B.1.1.513 B.1.1.86 B.1.600 B.1.1.190 B.1.159 B.1.1.464 B.1.1.243 AQ.1 B.1.423 B.1.9.4 B.1.1.341 AN.1 B.1.1.338 B.1.1.207 B.1.1.288 B.1.466 B.1.623 B.1.531 B.1.1.403 B.1.1.194 N.10 B.1.1.180 B.1.1.363 B.1.524 B.1.1.128 B.1.128 AP.1 B.1.1.75 B.1.1.187 B.1.1.284 B.1.1.198 AS.2 B.1.1.351 B.1.627 B.1.602 B.1.1.359 Q.4 XA AZ.2 B.1.9.1 B.1.560 B.1.375 B.1.1.325 B.1.1.506 AZ.4 B.1.1.421 B.1.1.349 B.1.1.46 B.1.1.224 B.1.463 AY.9.2.2	0.97849587 0.00417637 0.00103231 0.00069321 0.00035211 0.00033721 0.00033676 0.00033240 0.00032451 0.00030032 0.00028409 0.00027523 0.00025549 0.00025447 0.00025432 0.00024775 0.00022336 0.00021678 0.00021381 0.00021055 0.00020523 0.00020504 0.00020483 0.00019922 0.00019889 0.00019402 0.00019305 0.00017781 0.00017467 0.00017113 0.00017112 0.00016438 0.00015948 0.00015308 0.00015018 0.00014992 0.00014910 0.00014872 0.00014744 0.00014669 0.00014525 0.00014062 0.00013940 0.00013123 0.00013094 0.00013010 0.00012873 0.00012676 0.00012620 0.00012297 0.00012233 0.00011811 0.00011613 0.00011530 0.00011340 0.00011256 0.00011199 0.00011016 0.00010922 0.00010866 0.00010840 0.00010829 0.00010755 0.00010751 0.00010687 0.00010509 0.00010373 0.00010252 0.00010199	16.919553618813964	55.31552018192155
2021-08-10-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9982926917215174)]	AY.25.3 AY.75 AY.103 AY.100 AY.26 AY.24 AY.25 AY.3.1 AY.67 AY.59 AY.62 AY.39 AY.64 AY.55 AY.46.3 AY.119.2 AY.43 AY.127 AY.77 AY.126 AY.104 AY.94 AY.98 AY.61 AY.122.1 AY.130 AY.39.1 AY.101 AY.72 AY.69 AY.63 AY.133 AY.93 AY.10	0.27474600 0.20894999 0.16148516 0.10580900 0.09881528 0.09064470 0.04315500 0.00883291 0.00088731 0.00064767 0.00043328 0.00040374 0.00028345 0.00021944 0.00021308 0.00021050 0.00019238 0.00018214 0.00017100 0.00016935 0.00015728 0.00015352 0.00014939 0.00014908 0.00013984 0.00013858 0.00013505 0.00013373 0.00012146 0.00011744 0.00011651 0.00011468 0.00010772 0.00010703	6.3564207961102905	99.64552051633615
2021-10-19_Wac11_variants.tsv	[('Delta', 0.999999850667382)]	AY.4.3 AY.42 AY.103 AY.111 AY.116 AY.127 AY.112 AY.6 AY.4 AY.29 AY.74 AY.108 AY.67 AY.57 AY.26 AY.75 AY.24 AY.61	0.09962470 0.09962470 0.09962470 0.09962470 0.09962470 0.09962470 0.09962470 0.09962470 0.09962470 0.09962470 0.00118483 0.00117925 0.00023146 0.00023146 0.00023146 0.00023146 0.00023146 0.00023146	2.1675014867305302	57.41564391532622
2022-5-24-TX-BW-DSHS-Sample-Was-Wac-19_variants.tsv	[('Omicron', 0.9981445439993831), ('BA.2* [Omicron (BA.2.X)]', 0.0008480429985340656), ('BA.5* [Omicron (BA.5.X)]', 0.00028543789925150587)]	XAJ BA.2.3.4 BA.2.35 BG.4 BA.5.2.4 BA.5.7	0.99814454 0.00034867 0.00025637 0.00024300 0.00018383 0.00010160	4.501064428038699	48.22927465471692
2021-09-14-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9982240456324928)]	AY.75 AY.25 AY.100 AY.119 AY.3.1 AY.39 AY.47 AY.62 AY.11 B.1.617.2 AY.102 AY.74 AY.7 AY.101 AY.76 AY.46.1 AY.77 AY.112.2 AY.39.1.1 AY.3.4 AY.9 AY.98 AY.103 AY.24 AY.21 AY.122.5 AY.127 AY.119.2 AY.61 AY.104 AY.83 AY.7.2 AY.117 AY.56 AY.28 AY.63 AY.39.3 AY.33.2 AY.120.2.1 AY.82 AY.43.8 AY.92 AY.90 AY.88 AY.126 AY.32 AY.39.1.3 AY.121.1 AY.99.2 AY.10 AY.29 AY.94	0.29466477 0.28646080 0.12541593 0.10819633 0.08751225 0.04492173 0.02742340 0.01198600 0.00083299 0.00061000 0.00060295 0.00049104 0.00042941 0.00041707 0.00040241 0.00038681 0.00037779 0.00037037 0.00034722 0.00034165 0.00032362 0.00031746 0.00030534 0.00028558 0.00026590 0.00025507 0.00025484 0.00024763 0.00024010 0.00021317 0.00021119 0.00019735 0.00018155 0.00017910 0.00017740 0.00017445 0.00017072 0.00016516 0.00016485 0.00015615 0.00015548 0.00015509 0.00014754 0.00013506 0.00013254 0.00013250 0.00012833 0.00011788 0.00011734 0.00011719 0.00010622 0.00010129	6.5291908933657155	98.56201718891081
2022-08-16-TX-BW-DSHS-Sample-Was-Wac-31_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.8965452685890435), ('Omicron', 0.10261345195882997)]	BA.5.2 BA.5.6 BF.10 BA.5.1.6 BA.5.5 BE.1 BA.4 BA.5 BE.3 BA.4.2 BA.5.1.2 BF.4 BA.5.1.7 BF.5 BF.1 BE.2 BA.5.1.3 BA.5.6.1 BA.4.3 BA.4.7 BA.5.2.5 BA.5.2.4	0.18656656 0.15235880 0.14358565 0.14288734 0.10319130 0.10175800 0.09359241 0.03938343 0.02455410 0.00880282 0.00072041 0.00028181 0.00022609 0.00022412 0.00021280 0.00014760 0.00012078 0.00011820 0.00011238 0.00010584 0.00010581 0.00010246	8.657040802657086	97.43503996254556
2022-1-25-TX-BW-DSHS-Sample-Was-Wac-3_variants.tsv	[('Omicron', 0.9995431866473199)]	BA.1.1.16 BA.1.15.1 BA.1.15.3 BA.1.15 BA.1.15.2 BA.1.1.3 BA.1.1.15 BA.1.16.2 BA.1.20	0.45465368 0.18099599 0.18099599 0.18099599 0.00132802 0.00021691 0.00012689 0.00012261 0.00010710	0.5435210025958594	35.72551249038558
2021-7-27_Wac6_variants.tsv	[('Delta', 0.9989049998047428), ('Other', 0.0010950000076992233)]	AY.25 AY.44 AY.57 AY.11 AY.38 AY.3 AY.120 AY.100 AY.126 AY.90 AY.29 AY.48 AY.92 AY.86 AY.113 AY.5.4 B.1.1.28 B.1.1.317	0.29464300 0.24521100 0.10604500 0.10371000 0.09933600 0.07812500 0.04556481 0.01567400 0.00265252 0.00171233 0.00138696 0.00119474 0.00115607 0.00090744 0.00082102 0.00076511 0.00058241 0.00051259	4.752683345420625	96.8932882988329
2022-09-06-TX-BW-DSHS-Sample-Was-Wac-34_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.833599899258869), ('Omicron', 0.16469955191269192), ('BA.2* [Omicron (BA.2.X)]', 0.0004777759944612507), ('A', 0.00015250901557766633), ('Other', 0.00010609000252022506)]	BA.5.1.1 BA.4.6 BA.5.2.2 BF.2 BF.6 BA.5.1 BE.1 BA.5.5 BA.4 BA.5.2.4 BF.7 BA.5 BA.5.1.2 BF.4 BA.5.1.3 BA.5.1.7 BF.10 BA.5.2.5 BA.5.3.2 BF.1 BA.5.8 BA.2.9.4 BA.4.5 BF.9 BA.4.7 BA.4.1 BA.4.1.1 BE.3 BA.5.2.3 BA.5.1.6 A.2.5.3 BA.2.9.1 BA.5.9 BA.4.2 XH BF.8 B.1.1.353	0.15608000 0.12416700 0.11633331 0.10906561 0.10636773 0.10465336 0.08870524 0.07781510 0.03934538 0.02759532 0.02114520 0.01999981 0.00110066 0.00069767 0.00061510 0.00047015 0.00043611 0.00036496 0.00036483 0.00036284 0.00035971 0.00032830 0.00027743 0.00025103 0.00021810 0.00020845 0.00020392 0.00020346 0.00018369 0.00016821 0.00015251 0.00014948 0.00014339 0.00014215 0.00013712 0.00011739 0.00010609	7.803485653085129	98.18412868274086
2022-4-5-TX-BW-DSHS-Sample-Was-Wac-12_variants.tsv	[('Omicron', 0.9867318255752623), ('BA.2* [Omicron (BA.2.X)]', 0.009323555995564673), ('Other', 0.0019326489924795694), ('BA.5* [Omicron (BA.5.X)]', 0.0006684592864393975), ('Delta', 0.00015726652526570933)]	XM BA.2.7 XQ BA.2.12.2 XAH B.11 BA.2.9.4 BA.2.48 B.1.177.65 BA.2.3.18 BA.2.3.16 BA.2.2.1 C.31 BA.2.60 B.1.577 B.1.531 BA.5.3.4 BA.5.3.3 BA.5.3 AY.122.2 BA.5.2.2 B.4.7 BA.2.80 BA.2.65 BA.2.59 BA.2.50	0.98375537 0.00490196 0.00227273 0.00135685 0.00070373 0.00070327 0.00066357 0.00060183 0.00049860 0.00039839 0.00036621 0.00032619 0.00022363 0.00020627 0.00018592 0.00017610 0.00017215 0.00017215 0.00017215 0.00015727 0.00015202 0.00014512 0.00013271 0.00012603 0.00012223 0.00012131	4.576437195086741	14.001939604721935
2022-07-12-TX-BW-DSHS-Sample-Was-Wac-26_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.841141426945228), ('Omicron', 0.1580264686000555)]	BA.5.2 BA.4 BA.5.3.1 BA.5.1 BA.5.3 BA.5.3.2 BA.5.3.4 BE.3 BA.5.1.2 BA.5.1.5 BA.4.1.3 BA.5.1.3 BA.5.1.7 BA.5.2.5 BF.1 BA.4.1.1 BA.5.1.1 BE.2 BA.5.7	0.51908906 0.15760789 0.09682701 0.07736282 0.04827465 0.04827465 0.04827465 0.00112066 0.00044524 0.00032321 0.00028964 0.00023781 0.00021286 0.00019607 0.00018268 0.00012894 0.00011557 0.00010353 0.00010097	6.625389155353567	63.70598267732335
2021-05-11-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Alpha', 0.9905760728591554), ('Other', 0.008546759990323815), ('Epsilon', 0.00017658501077114322), ('BA.5* [Omicron (BA.5.X)]', 0.00011675167861742864), ('Delta', 0.00011002599538267143)]	Q.4 XA B.1.429.1 BA.5.2.2 AZ.2 AY.63 B.1.640.2 B.1.623	0.99057607 0.00823100 0.00017659 0.00011675 0.00011151 0.00011003 0.00010341 0.00010083	4.659480373569747	28.53225428886734
2022-4-19-TX-BW-DSHS-Sample-Was-Wac-14_variants.tsv	[('BA.2* [Omicron (BA.2.X)]', 0.999999999979441)]	BA.2.3	1.00000000	2.788070519499688	60.61599170651774
2022-4-26-TX-BW-DSHS-Sample-Was-Wac-15_variants.tsv	[('Omicron', 0.6657778176837104), ('BA.2* [Omicron (BA.2.X)]', 0.33291757195360494), ('BA.5* [Omicron (BA.5.X)]', 0.0005795074056631942), ('Other', 0.00011142326526991865)]	XAJ BA.2.16 BA.2.23 BA.2.11 BA.2.50 BA.2.43 BA.2.40 BA.5.2.4 BA.4.5 BA.2.46 BA.5.6.1 BA.2.49 BA.2.66 XS	0.66543747 0.16666700 0.11349870 0.05057878 0.00066170 0.00056869 0.00040096 0.00037259 0.00034035 0.00027986 0.00020691 0.00014933 0.00011255 0.00011142	5.011342181437923	20.977828311540648
2021-7-06_Wac5_variants.tsv	[('Delta', 0.9999999999379942)]	AY.75 AY.23 AY.26 AY.29 AY.120 AY.4 AY.118 AY.116 AY.111 AY.44 AY.4.9 AY.90 AY.58	0.48427700 0.42338243 0.04664957 0.00561503 0.00561503 0.00561503 0.00561503 0.00561503 0.00561503 0.00561503 0.00358423 0.00161812 0.00118343	4.183816558582768	59.74316958164733
